,category,compatibility,name,price,rating,size,total_languages,price_category
386, Video, OS X 10.11  ,HBConverter,10,1.0,0 B,1,1
387, Video, OS X 10.11  ,Hang - Video Always On Top,0,3.5,0 B,6,0
388, Video, OS X 10.10  ,H265 Studio Professional,14,1.0,0 B,1,1
389, Video, OS X 10.9  ,H265 Converter Pro - HEVC Tool,5,2.4,0 B,1,1
390, Entertainment, OS 10.12  ,GSE SMART IPTV LITE,0,1.4,0 B,31,0
391, Video, OS X 10.9  ,Green Screen Pro,13,2.3,0 B,8,1
392, Video, OS X 10.7  ,Green Screen,3,2.0,0 B,1,1
393, Video, OS X 10.9  ,"Graphics, Titles, Transitions and Themes for FCP X",14,0.0,0 B,1,1
394, Video, OS X 10.10  ,GraphicArtist,-1,0.0,0 B,1,0
395, Video, OS 10.14  ,GoPro Player,0,3.3,0 B,30,0
396, Entertainment, OS X 10.10  ,GoPlayer,5,1.0,0 B,1,1
397, Video, OS 10.13  ,GlueMotion,18,4.7,0 B,7,1
398, Video, OS X 10.6  ,Glitter Animation,1,0.0,0 B,1,1
399, Photography, OS X 10.10  ,Glimpses - Still Motion Videos,20,5.0,0 B,2,1
400, Video, OS X 10.7  ,Glimmer,10,1.0,0 B,1,1
401, Utilities, OS X 10.11  ,GlanceCam - IP webcam viewer,4,4.1,0 B,1,1
402, Utilities, OS 10.12  ,Giftify,1,0.0,0 B,1,1
403, Video, OS 10.12  ,GIPHY Capture. The GIF Maker,0,4.0,0 B,1,0
404, Utilities, OS X 10.8  ,Gifted,0,2.7,0 B,1,0
405, Video, OS 10.13  ,Gifski,0,4.9,0 B,1,0
406, Video, OS 10.12  ,GifJiffy: Make GIFs in a Jiffy,1,0.0,0 B,1,1
407, Photography, OS X 10.9  ,GIFfun:Photos and videos convert to gif,1,2.3,0 B,1,1
408, Video, OS 10.12  ,GIF'ted,0,3.2,0 B,2,0
409, Video, OS 10.12  ,GIF To Video Maker Lite,0,1.0,0 B,1,0
410, Video, OS 10.12  ,GIF To Video Maker,6,0.0,0 B,1,1
411, Video, OS X 10.10  ,GIF To Video Converter,3,2.0,0 B,1,1
412, Video, OS X 10.8  ,GIF Player,4,1.0,0 B,1,1
413, Video, OS X 10.7 ,GIF Maker Tool,4,1.8,0 B,1,1
414, Video, OS X 10.6.0 ,GIF Maker Movavi: Record Screen as Animated GIF,15,3.5,0 B,13,1
415, Photography, OS 10.12  ,GIF Live,3,1.0,0 B,1,1
416, Photography, OS X 10.10  ,GIF Generator,1,5.0,0 B,1,1
417, Video, OS X 10.9  ,GIF from Video,5,3.7,0 B,1,1
418, Video, OS X 10.11  ,GIF Brewery 3 by Gfycat,-1,4.4,0 B,1,0
419, Photography, OS 10.12  ,GExtractor,3,0.0,0 B,1,1
420, Education, OS X 10.10  ,Getting Started for FCP 10.4,0,4.3,0 B,1,0
421, Video, OS X 10.7  ,Get Tube Lite,3,1.7,0 B,5,1
422, Photography, OS X 10.9.0  ,Get Started with After Effects,14,1.0,0 B,1,1
423, Video, OS X 10.11  ,Garmin VIRB Edit,0,2.4,0 B,27,0
424, Video, OS X 10.7  ,Gamma Control 6,19,5.0,0 B,2,1
425, Video, OS X 10.6 ,Free-Video-Converter,0,2.6,0 B,1,0
426, Video, OS X 10.7  ,Free WMV AVI Converter,0,4.4,0 B,0,0
427, Utilities, OS X 10.10  ,Free TV Control,2,1.0,0 B,1,1
428, Developer Tools, OS X 10.7  ,Free MP4 Converter,0,3.9,0 B,0,0
429, Video, OS X 10.7  ,Free DVD to MKV,0,4.3,0 B,29,0
430, Video, OS X 10.6 ,Free Any MP3 Converter,0,2.5,0 B,0,0
431, Video, OS 10.14  ,Frammer X,3,5.0,0 B,2,1
432, Video, OS X 10.7  ,FrameStacker,1,4.0,0 B,1,1
433, Video, OS 10.14  ,Frames SX,0,1.0,0 B,1,0
434, Video, OS 10.12  ,FrameQFX,9,0.0,0 B,1,1
435, Video, OS 10.12  ,Frame.io - Video Collaboration,0,4.2,0 B,7,0
436, Video, OS 10.13  ,Frame Grab,1,4.3,0 B,2,1
437, Video, OS X 10.11  ,Four Video Player Lite,0,3.0,0 B,1,0
438, Video, OS X 10.11  ,Four Video Player,6,0.0,0 B,1,1
439, Photography, OS X 10.10  ,FotoMagico 5,50,3.3,0 B,3,1
440, Utilities, OS X 10.10  ,Fosky - Controller for Foscam,-1,2.0,0 B,1,0
441, Video, OS X 10.6.6  ,FoscamH264: Advanced Pro for Foscam H.264 Cameras,30,1.8,0 B,0,1
442, Utilities, OS 10.13  ,Focus Dashcam Organizer,5,4.4,0 B,1,1
443, Video, OS X 10.9.5  ,FlyPlayer2017,5,1.0,0 B,90,1
444, Video, OS X 10.9.5  ,FlyPlayer2016,10,1.0,0 B,1,1
445, Video, OS X 10.9.5  ,FlyPlayer,8,0.0,0 B,1,1
446, Video, OS X 10.8 ,FLV Video Converter - Tenorshare,4,1.0,0 B,1,1
447, Video, OS X 10.6.6  ,FLV Video Converter,20,0.0,0 B,1,1
448, Video, OS X 10.7  ,FLV Converter Pro,6,0.0,0 B,7,1
449, Video, OS X 10.6.6  ,FLV Converter Master,6,0.0,0 B,1,1
450, Video, OS X 10.6  ,FLV Converter,8,3.5,0 B,1,1
451, Video, OS X 10.10  ,Fluid Browser,-1,2.9,0 B,1,0
452, Video, OS X 10.11  ,Float for Youtube,2,4.3,0 B,1,1
453, Entertainment, OS X 10.9.0  ,Flix Streaming Player,10,2.8,0 B,50,1
454, Video, OS X 10.6  ,Flip Book Maker,3,3.0,0 B,1,1
455, Video, OS X 10.8  ,FlimFlamCam,2,4.5,0 B,1,1
456, Entertainment, OS 10.14  ,Flex IPTV PRO,2,4.5,0 B,1,1
457, Entertainment, OS 10.14  ,Flex IPTV LITE,0,5.0,0 B,1,0
458, Video, OS X 10.6 ,FLASH Video Converter - iDearsoft,5,1.0,0 B,1,1
459, Video, OS X 10.6 ,Flash Converter Unlimited,5,1.0,0 B,1,1
460, Video, OS X 10.6 ,FLASH Converter Pro,5,1.0,0 B,1,1
461, Music, OS X 10.7  ,Flac to Any Pro,6,4.5,0 B,29,1
462, Music, OS X 10.7  ,Flac to Any Lite,0,4.1,0 B,29,0
463, Music, OS X 10.7  ,FLAC MP3 Converter,0,4.3,0 B,0,0
464, Entertainment, OS X 10.10  ,FireStream - UPnP/DLNA media server,15,2.6,0 B,1,1
465, Video, OS X 10.9  ,FindrCat,20,5.0,0 B,1,1
466, Video, OS 10.12  ,Final Video Player,0,4.7,0 B,1,0
467, Video, OS X 10.6.6  ,Final Video Converter Pro,5,3.3,0 B,2,1
468, Video, OS X 10.7  ,Final SRT,15,3.3,0 B,3,1
469, Utilities, OS X 10.8  ,Final Screen Capture,2,2.8,0 B,2,1
470, Video, OS X 10.7  ,Final DVD Creator Pro,10,1.4,0 B,6,1
471, Video, OS X 10.7  ,Final DVD Creator,0,2.4,0 B,6,0
472, Video, OS 10.14.6  ,Final Cut Pro,300,4.2,0 B,6,1
473, Video, OS X 10.7  ,Final Converter Plus,4,1.0,0 B,5,1
474, Video, OS X 10.7  ,Final Converter,0,5.0,0 B,5,0
475, Video, OS X 10.6.6  ,"Filterloop Photo - Texture, Frame for Camera & Image Filter Editor",15,0.0,0 B,3,1
476, Video, OS X 10.6.6  ,Filter Camera - Custom Effects Studio & Darkroom Photo Editor,10,0.0,0 B,1,1
477, Video, OS X 10.10  ,Filmwizard,0,2.6,0 B,1,0
478, Video, OS X 10.9  ,Filmora Video Editor,60,3.0,0 B,9,1
479, Video, OS X 10.11  ,Filmage Screen-Screen Capture,0,0.0,0 B,3,0
480, Video, OS X 10.11  ,Filmage Screen Pro-HD Recorder,60,0.0,0 B,3,1
481, Video, OS X 10.6.6  ,Film Writer,30,5.0,0 B,1,1
482, Video, OS X 10.9.0  ,Film Craft - The Editor 109,14,0.0,0 B,1,1
483, Utilities, OS X 10.6 ,Files Recovery,50,1.8,0 B,1,1
484, Productivity, OS X 10.11  ,Fileloupe - Media Browser,15,4.0,0 B,1,1
485, Video, OS X 10.9  ,FCPX Working in the Timeline,14,0.0,0 B,1,1
486, Video, OS X 10.9  ,"FCPX Media, Roles & Sharing",14,0.0,0 B,1,1
487, Video, OS X 10.9  ,FCPX Graphics Titles and Transitions,14,1.0,0 B,1,1
488, Video, OS X 10.9  ,FCPX Editing Techniques,14,0.0,0 B,1,1
489, Video, OS X 10.9  ,FCPX Compositing and Visual FX,14,0.0,0 B,1,1
490, Education, OS X 10.9  ,FCPX Clips Import & Organize,14,0.0,0 B,1,1
491, Video, OS X 10.9  ,FCPX Absolute Beginner's Guide,14,0.0,0 B,1,1
492, Video, OS X 10.9  ,FCPX 10.3 New Features,0,0.0,0 B,1,0
493, Education, OS X 10.9  ,FastTrackã¢ for FCPX Touch Bar,14,0.0,0 B,1,1
494, Video, OS X 10.9  ,FastTrackã¢ for FCPX Multicam Techniques,14,0.0,0 B,1,1
495, Video, OS X 10.7  ,Fast-Video-Converter,35,4.2,0 B,9,1
496, Utilities, OS 10.12  ,Fast Video Browser Pro,0,5.0,0 B,2,0
497, Video, OS X 10.11  ,Fast Motion Clipper Lite,0,1.0,0 B,1,0
498, Video, OS X 10.9  ,Fast Motion Clipper,6,5.0,0 B,1,1
499, Video, OS X 10.7  ,Fast Converter - 5x faster than any software-based converter!,2,2.3,0 B,1,1
500, Photography, OS X 10.9  ,Face Morpher,10,0.0,0 B,1,1
501, Entertainment, OS X 10.6 ,Face Carnival,-1,1.0,0 B,2,0
502, Video, OS X 10.9  ,Extract Video Clip,6,1.0,0 B,1,1
503, Video, OS X 10.10  ,Extract Photos,5,5.0,0 B,1,1
504, Video, OS X 10.10  ,Extract Images From Video,5,0.0,0 B,1,1
505, Video, OS X 10.10  ,Extract Audio,5,4.0,0 B,1,1
506, Photography, OS 10.13  ,Export,1,0.0,0 B,1,1
507, Photography, OS X 10.7  ,EXIF App,9,2.3,0 B,2,1
508, Video, OS X 10.10  ,Ex Player,1,4.5,0 B,1,1
509, Lifestyle, OS X 10.8  ,Everyday,0,3.6,0 B,3,0
510, Video, OS X 10.9  ,Every2MP4 - H.264 converter,4,2.5,0 B,1,1
511, Productivity, OS X 10.10  ,EverLec,0,1.0,0 B,3,0
512, Video, OS X 10.10  ,Essential Training for Lightroom CC 2015,7,3.0,0 B,1,1
513, Video, OS X 10.6  ,Ephnic Video Converter,15,4.0,0 B,1,1
514, Video, OS X 10.9  ,Ephnic Screen Recorder,20,4.0,0 B,4,1
515, Video, OS X 10.10  ,Ephnic Movie Maker,30,0.0,0 B,4,1
516, Video, OS X 10.6 ,EOE WMV Video Converter,10,1.0,0 B,1,1
517, Video, OS X 10.6 ,EOE MXF Video Converter,17,1.5,0 B,1,1
518, Video, OS X 10.6 ,EOE MTS Video Converter,18,1.0,0 B,1,1
519, Video, OS X 10.6 ,EOE HD Video Converter,21,1.0,0 B,1,1
520, Video, OS X 10.7  ,EnjoyConverter Free,0,2.7,0 B,1,0
521, Video, OS X 10.7  ,EnjoyConverter,10,0.0,0 B,1,1
522, Video, OS 10.14  ,Eneo3D for Final Cut Pro X,60,5.0,0 B,1,1
523, Video, OS X 10.9  ,Elmedia:universal video player,10,4.5,0 B,13,1
524, Entertainment, OS X 10.9  ,Elmedia Video Player,0,4.4,0 B,13,0
525, Photography, OS X 10.6.6  ,Effects for Photos (Free),0,1.0,0 B,1,0
526, Video, OS X 10.9  ,Effects Course For Premiere Pro CC,14,0.0,0 B,1,1
527, Video, OS 10.12  ,EDL-X,100,5.0,0 B,1,1
528, Photography, OS X 10.9.0  ,Editor Course for AfterEffects,14,0.0,0 B,1,1
529, Video, OS X 10.9  ,Editing Your Footage Course For Premiere Pro,14,1.0,0 B,1,1
530, Video, OS X 10.9.0  ,Editing Your Footage Course,14,1.0,0 B,1,1
531, Education, OS X 10.10  ,Editing Faster for FCP X,40,5.0,0 B,1,1
532, Video, OS X 10.9.0  ,Editing Course By Ask.Video,7,0.0,0 B,1,1
533, Video, OS X 10.10  ,Edit8 Audio Sync Pro for iMovie-PP-FCPX,0,2.0,0 B,1,0
534, Video, OS X 10.10  ,Edit8 Audio Sync FULL VERSION,4,0.0,0 B,1,1
535, Video, OS X 10.9.0  ,Edit In The Magnetic Timeline,14,0.0,0 B,1,1
536, Utilities, OS X 10.11  ,EasyTitle,5,0.0,0 B,1,1
537, Video, OS X 10.7  ,EasyRecorder - Screen Recorder,2,2.2,0 B,1,1
538, Video, OS X 10.10  ,EasyMovie,5,2.9,0 B,1,1
539, Video, OS X 10.11  ,EasyLearn! For Adobe Animate,7,0.0,0 B,1,1
540, Video, OS X 10.11  ,EasyGuides! For After Effects,5,0.0,0 B,1,1
541, Video, OS X 10.11  ,EasyGuides ! For Premiere Pro,7,0.0,0 B,1,1
542, Video, OS X 10.6 ,Easy WMV Converter,8,0.0,0 B,1,1
543, Music, OS X 10.9  ,Easy Wav Converter,4,4.6,0 B,0,1
544, Music, OS X 10.9  ,Easy Wav Converter Lite,0,4.9,0 B,0,0
545, Video, OS X 10.10  ,Easy Video to GIF,0,1.0,0 B,1,0
546, Video, OS X 10.7 ,Easy Video Trim,3,1.2,0 B,1,1
547, Video, OS X 10.10  ,Easy Video Player,5,1.0,0 B,1,1
548, Video, OS X 10.10  ,Easy Video-Converter,0,4.0,0 B,3,0
549, Video, OS X 10.6 ,Easy Video Converter,4,3.6,0 B,1,1
550, Video, OS X 10.6.6  ,Easy Video Converter+,10,3.4,0 B,1,1
551, Video, OS X 10.11  ,Easy To Use For Sony Vegas Pro,7,1.0,0 B,1,1
552, Video, OS X 10.10  ,Easy Screen Recorder,0,0.0,0 B,1,0
553, Video, OS X 10.6 ,Easy MP4 Converter,8,1.0,0 B,1,1
554, Music, OS X 10.9  ,Easy MP3 Converter Lite,0,4.5,0 B,0,0
555, Music, OS X 10.9  ,Easy MP3 Converter,4,4.6,0 B,0,1
556, Video, OS 10.12  ,Easy Movie Rotator,2,3.7,0 B,1,1
557, Music, OS X 10.9  ,Easy M4A Converter Lite,-1,4.3,0 B,0,0
558, Video, OS X 10.6.6  ,Easy Mov Converter - Any Video To Mov,5,2.4,0 B,1,1
559, Music, OS X 10.9  ,Easy M4A Converter,-1,4.8,0 B,0,0
560, Video, OS X 10.11  ,Easy Guides For Final Cut Pro,7,0.0,0 B,1,1
561, Video, OS X 10.11  ,Easy Guides For After Effects,5,0.0,0 B,1,1
562, Video, OS X 10.11  ,Easy Converter,10,0.0,0 B,1,1
563, Video, OS X 10.8  ,EaseGif,1,0.0,0 B,1,1
564, Video, OS 10.12  ,DVR.Webcam for Dropbox Users,0,1.0,0 B,1,0
565, Video, OS 10.12  ,DVR.Webcam - OneDrive Edition,0,2.3,0 B,1,0
566, Utilities, OS 10.12  ,DVR.Webcam,0,1.0,0 B,1,0
567, Video, OS 10.12  ,DVR.Webcam - Google Drive Edition,0,3.2,0 B,1,0
568, Video, OS X 10.6.6 ,DVDxDV Regular,29,2.0,0 B,1,1
569, Video, OS X 10.6.6 ,DVDxDV Pro,80,5.0,0 B,1,1
570, Reference, OS X 10.7.0  ,DVDManager,22,0.0,0 B,16,1
571, Video, OS X 10.6.6 ,DVD_Creator,7,1.0,0 B,1,1
572, Video, OS X 10.7  ,DVD-Video Ripper - toMP4/AVI,0,3.6,0 B,0,0
573, Utilities, OS X 10.7  ,DVD-Video Converter-DVD to MP4,20,0.0,0 B,0,1
574, Video, OS X 10.6.6  ,DVD-Ripper Lite,3,1.0,0 B,1,1
575, Video, OS X 10.6.6 ,DVD-Ripper,20,4.2,0 B,9,1
576, Video, OS X 10.6.6 ,DVD-Creator,25,1.9,0 B,7,1
577, Video, OS X 10.9  ,DVD RipR,10,0.0,0 B,1,1
578, Video, OS X 10.7  ,DVD Ripper-Ripper DVD Video HD,7,1.8,0 B,1,1
579, Video, OS X 10.7  ,DVD Ripper-Ripper DVD Video,0,1.0,0 B,1,0
580, Utilities, OS X 10.7  ,DVD Ripper-DVD Copy Ripper DVD,10,4.0,0 B,8,1
581, Utilities, OS X 10.7  ,DVD Ripper-DVD Copy Ripper 1,0,1.0,0 B,8,0
582, Video, OS X 10.6.6 ,DVD Ripper-Aimersoft,15,4.3,0 B,10,1
583, Video, OS X 10.7  ,DVD Ripper ÛÒ Rip DVD to Video,20,1.0,0 B,0,1
584, Video, OS X 10.7  ,DVD Ripper Pro- to MOV/MP4,20,2.0,0 B,0,1
585, Video, OS X 10.7  ,DVD Ripper Pro HD - Video DVD Converter Copy,10,2.8,0 B,1,1
586, Video, OS X 10.7  ,DVD Ripper Pro HD - Video DVD Converter Copy Lite,0,1.6,0 B,1,0
587, Video, OS X 10.10  ,DVD Ripper PRO - Rip & Convert,10,1.0,0 B,1,1
588, Video, OS X 10.6.0 ,DVD Ripper Movavi,20,4.3,0 B,11,1
589, Video, OS X 10.7 ,DVD Ripper HD,20,5.0,0 B,4,1
590, Video, OS X 10.7  ,DVD Ripper + Video Converter Tool HD,0,1.0,0 B,8,0
591, Video, OS X 10.7  ,DVD Ripper + Video Converter Pro HD,10,4.1,0 B,8,1
592, Video, OS X 10.7  ,DVD Ripper,13,1.0,0 B,1,1
593, Utilities, OS X 10.7  ,DVD Maker Pro-DVD Creator Burn,15,4.2,0 B,1,1
594, Video, OS X 10.6  ,DVD Rip,10,2.0,0 B,1,1
595, Utilities, OS X 10.7  ,DVD Maker Lite - DVD Creator,0,2.2,0 B,1,0
596, Video, OS X 10.6.6 ,DVD Creator-Aimersoft,20,3.5,0 B,6,1
597, Video, OS X 10.9  ,DVD Creator PRO-Create Any DVD,10,1.0,0 B,1,1
598, Video, OS X 10.7  ,DVD Creator Pro - Video to DVD,26,2.0,0 B,0,1
599, Video, OS X 10.7  ,DVD Creator Pro - Video Movie Burn to DVD Lite,0,1.3,0 B,1,0
600, Video, OS X 10.7  ,DVD Creator Pro - Video Movie Burn to DVD,10,1.0,0 B,1,1
601, Video, OS X 10.10  ,DVD Creator Plus Converter -UD,10,3.0,0 B,0,1
602, Video, OS X 10.7  ,DVD Creator Lite-HD MP4 to DVD,0,2.0,0 B,0,0
603, Video, OS X 10.9  ,DVD Creator Lite-Create & Burn,0,1.3,0 B,1,0
604, Video, OS X 10.6  ,DVD Creator Lite - Burn Video,0,1.3,0 B,8,0
605, Video, OS X 10.6  ,DVD Creator - Burn Video Maker,15,4.2,0 B,8,1
606, Video, OS X 10.7  ,DVD Creator - Burn MP4 to DVD,20,2.0,0 B,0,1
607, Video, OS X 10.7 ,DVD Creator,12,2.3,0 B,4,1
608, Video, OS X 10.10  ,DVD Copy PRO - Rip & Shrink,10,2.2,0 B,1,1
609, Video, OS X 10.7  ,DVD Copy & Rebuild Pro,10,4.2,0 B,1,1
610, Video, OS X 10.7  ,DVD Copy & Rebuild Lite,0,2.3,0 B,1,0
611, Video, OS X 10.6 ,DVD Converter,15,2.8,0 B,1,1
612, Utilities, OS X 10.7  ,DV Analyzer,0,0.0,0 B,1,0
613, Video, OS X 10.7  ,DVD Burner - Create DVD,0,1.8,0 B,0,0
614, Video, OS X 10.11  ,Dual Video Player Lite,0,1.0,0 B,1,0
615, Video, OS X 10.9  ,Dual Video Player,6,0.0,0 B,1,1
616, Entertainment, OS X 10.7  ,DT4,0,5.0,0 B,2,0
617, Video, OS X 10.9.0  ,DSLR Workflows for Premiere 5,14,1.0,0 B,1,1
618, Music, OS X 10.8 ,DSDPlayer,0,1.0,0 B,1,0
619, Video, OS 10.14  ,Drop Converter - FLV to MP4,0,0.0,0 B,1,0
620, Video, OS X 10.9.0  ,Drone And Aerial Photography,7,1.0,0 B,1,1
621, Video, OS 10.13  ,DoubleExposureVideo,22,0.0,0 B,1,1
622, Utilities, OS 10.14  ,DotGIF,0,3.9,0 B,32,0
623, Video, OS 10.13  ,Dividia Viewer,0,5.0,0 B,1,0
624, Video, OS 10.14  ,Divide SX,0,0.0,0 B,1,0
625, Utilities, OS X 10.7.3  ,Disksomnia,10,4.1,0 B,1,1
626, Video, OS X 10.6  ,Desktop Player,1,3.3,0 B,1,1
627, Utilities, OS X 10.11  ,Desktop Ghost Pro,4,4.0,0 B,1,1
628, Utilities, OS 10.13  ,Depict,1,0.0,0 B,1,1
629, Utilities, OS X 10.7 ,Demo Recorder,1,3.8,0 B,1,1
630, Video, OS X 10.10  ,DejaViewerX,0,1.0,0 B,1,0
631, Video, OS X 10.6.6 ,Debut Video Capture Software,0,3.0,0 B,1,0
632, Video, OS X 10.6.6 ,Debut Professional,50,1.0,0 B,1,1
633, Video, OS 10.13.6  ,DaVinci Resolve Studio,300,2.2,0 B,0,1
634, Video, OS 10.13.6  ,DaVinci Resolve,0,2.6,0 B,0,0
635, Utilities, OS 10.13  ,Dashcam Viewer for Tesla Cars,5,3.5,0 B,1,1
636, Video, OS 10.13  ,DashCam Magic,5,0.0,0 B,1,1
637, Utilities, OS 10.13  ,D Drive Player,0,0.0,0 B,1,0
638, Video, OS X 10.9  ,Cute CUT Pro - Full Featured Video Editor,30,2.4,0 B,1,1
639, Video, OS X 10.9  ,Cute CUT Free - Full Featured Video Editor,0,2.8,0 B,1,0
640, Entertainment, OS X 10.11  ,CTS Player,10,0.0,0 B,3,1
641, Video, OS X 10.11  ,Csv to Motn Generator,9,0.0,0 B,1,1
642, Graphics & Design, OS X 10.9.0  ,CrazyTalk Animator 3 Standard,70,5.0,0 B,1,1
643, Graphics & Design, OS X 10.9.0  ,CrazyTalk Animator 3 Pro,80,4.5,0 B,1,1
644, Video, OS X 10.9  ,CrazyTalk 8 Standard,-1,3.0,0 B,0,0
645, Video, OS X 10.9  ,CrazyTalk 8 Pro,-1,3.0,0 B,0,0
646, Music, OS X 10.7  ,Course For Pro Tools 101 - Core Pro Tools 9,14,3.0,0 B,1,1
647, Video, OS X 10.9  ,Course For Motion 5 201 - Crafting Final Cut FX Templates,7,0.0,0 B,1,1
648, Video, OS X 10.6.8 ,Course For Motion 5 107 - Working in 3D,14,0.0,0 B,1,1
649, Video, OS X 10.9  ,Course For Motion 5 106 - Editing In Motion,14,1.0,0 B,1,1
650, Education, OS X 10.9  ,Course For Media Composer 6 Exporting and Sharing,14,0.0,0 B,1,1
651, Education, OS X 10.9  ,"Course For Media Composer 6 Color,FX & Compositing",14,0.0,0 B,1,1
652, Video, OS X 10.9  ,Course For Media Composer 6 Advanced Editing,14,0.0,0 B,1,1
653, Video, OS X 10.9  ,Course For Media Composer 6 105 - Creating Titles,14,0.0,0 B,1,1
654, Video, OS X 10.6.8 ,Course For Media Composer 6 100 - What's New In Media Composer 6,0,3.7,0 B,1,0
655, Video, OS X 10.9  ,Course For Media Composer 6 - Working With Audio,14,0.0,0 B,1,1
656, Video, OS X 10.9  ,Course For Media Composer - Basic Editing,14,0.0,0 B,1,1
657, Video, OS X 10.9  ,Course for Intro to iMovie,0,1.9,0 B,1,0
658, Video, OS X 10.9  ,Course For iMovie 101 - Getting Started With Your Footage,14,0.0,0 B,1,1
659, Video, OS X 10.9  ,"Course For iMovie - Trimming, Titles, Transitions & Trailers",14,0.0,0 B,1,1
660, Video, OS X 10.7  ,Course For iMovie '11 101 - Core iMovie '11,14,1.8,0 B,1,1
661, Video, OS X 10.6.6 ,Course For iDVD Ûª11,14,1.1,0 B,1,1
662, Video, OS X 10.6.8  ,Course For Final Cut Pro X 201 - Multicam Editing,14,1.0,0 B,1,1
663, Video, OS X 10.6.6 ,Course For Final Cut Pro X 108 - Exporting and Sharing Your Work,14,0.0,0 B,1,1
664, Video, OS X 10.6.6 ,Course For Final Cut Pro X 107 - Color Correction Techniques,14,0.0,0 B,1,1
665, Video, OS X 10.6.6 ,"Course For Final Cut Pro X 106 - Titles, Effects and Compositing",14,1.8,0 B,1,1
666, Video, OS X 10.6.6 ,Course For Final Cut Pro X 105 - Working With Audio,14,1.0,0 B,1,1
667, Video, OS X 10.9  ,Course For Final Cut Pro X 104 - Advanced Editing Techniques,14,0.0,0 B,1,1
668, Video, OS X 10.9  ,Course For Final Cut Pro X 102 - Media- Ingesting and Organizing,14,4.5,0 B,1,1
669, Video, OS X 10.6.6 ,Course For Final Cut Pro 101,14,2.7,0 B,1,1
670, Video, OS X 10.9  ,Course for Effects and Color Correction for iMovie,14,1.0,0 B,1,1
671, Video, OS X 10.9.0  ,Course For DaVinci Resolve,7,1.0,0 B,1,1
672, Graphics & Design, OS X 10.9.0  ,Course for After Effects CC,14,1.0,0 B,1,1
673, Video, OS X 10.9  ,Course For After Effects - Particle Playground,14,2.6,0 B,1,1
674, Video, OS X 10.6.6 ,Course For Adobe Media Encoder,14,1.0,0 B,1,1
675, Video, OS X 10.8  ,CoreMelt Motion Templates for Final Cut Pro 1,0,4.2,0 B,1,0
676, Education, OS X 10.9  ,Core Training for FCP 10.4,80,5.0,0 B,1,1
677, Video, OS X 10.7  ,Converter Pro,7,4.2,0 B,29,1
678, Video, OS X 10.7  ,Converter Lite,0,4.5,0 B,29,0
679, Video, OS X 10.6 ,Convert to WMV,4,1.0,0 B,1,1
680, Video, OS X 10.6 ,Convert to SWF,5,1.5,0 B,1,1
681, Video, OS X 10.6 ,Convert to MP4 Unlimited,5,1.0,0 B,1,1
682, Video, OS X 10.6 ,Convert to MP4,5,1.2,0 B,1,1
683, Video, OS X 10.6 ,Convert to MOV Unlimited,5,1.0,0 B,1,1
684, Video, OS X 10.6 ,Convert to MKV - iDearsoft,4,0.0,0 B,1,1
685, Video, OS X 10.6 ,Convert to Flash,5,1.5,0 B,1,1
686, Video, OS X 10.8 ,Convert to AVI - iDearsoft,4,1.0,0 B,1,1
687, Music, OS X 10.6 ,Convert to Audio - iDearsoft,3,1.0,0 B,1,1
688, Video, OS X 10.6.6  ,Convert + Merge + Split,5,3.7,0 B,2,1
689, Video, OS X 10.10  ,Conformist,0,0.0,0 B,1,0
690, Photography, OS X 10.9  ,Control for Xiaomi Yi,5,1.2,0 B,1,1
691, Video, OS X 10.11  ,Conference,-1,0.0,0 B,5,0
692, Video, OS 10.14.6  ,Compressor,50,3.4,0 B,6,1
693, Video, OS X 10.6.6 ,Composer FX Movie (Lite),1,1.0,0 B,1,1
694, Video, OS X 10.6.6 ,Composer FX Movie,10,1.0,0 B,1,1
695, Entertainment, OS X 10.8  ,Coming soon,-1,0.0,0 B,12,0
696, Utilities, OS X 10.7  ,Comic Viewer Lite,1,3.0,0 B,1,1
697, Video, OS X 10.9.0  ,"Color Grading 205, Editing",14,1.0,0 B,1,1
698, Video, OS 10.12  ,CobaltVFX,5,0.0,0 B,1,1
699, Music, OS X 10.6  ,CmediaSimplePlayer,0,0.0,0 B,1,0
700, Video, OS X 10.7  ,Clips FX for iMovie,8,3.0,0 B,1,1
701, Video, OS X 10.7  ,Clips 3D for iMovie,7,3.2,0 B,1,1
702, Video, OS 10.14  ,Clipper,5,0.0,0 B,2,1
703, Video, OS X 10.11  ,ClipMerge,5,0.0,0 B,1,1
704, Video, OS X 10.6 ,Clip-MetaView,0,5.0,0 B,1,0
705, Video, OS 10.12  ,Claquette,10,3.5,0 B,2,1
706, Entertainment, OS X 10.10  ,Cisdem Video Converter,19,4.4,0 B,1,1
707, Video, OS 10.13  ,CinIO,0,5.0,0 B,1,0
708, Video, OS X 10.10  ,Cinematic Video Effects,5,2.3,0 B,1,1
709, Video, OS 10.12  ,Cinemask Pro,21,2.7,0 B,1,1
710, Photography, OS 10.12.2  ,Cinemagraph Pro,0,2.9,0 B,9,0
711, Video, OS X 10.11  ,Cinemagraph Maker,5,4.0,0 B,1,1
712, Video, OS X 10.7  ,CinemaFX Pro,7,1.0,0 B,10,1
713, Video, OS X 10.8  ,CinemaC - Video Player,21,2.0,0 B,1,1
714, Entertainment, OS X 10.11  ,Cinema Theater - App for Video Streaming Services,-1,1.0,0 B,1,0
